Elección extraordinaria para la Senaduría del estado de Tamaulipas 2023
20/02/2023 00:00 (UTC-6)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
4778,3864,4,3860,80.7869,3801,79.5521,18.0828,59,2233443,466713,466713,20.8965
CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_FEDERAL,DISTRITO_FEDERAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MORENA,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PT-MORENA,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,COTEJADA
'281142C0100','281142C01002',28,TAMAULIPAS,003,Rio Bravo,1142,01,C,00,2,2,386,77,2,79,7,5,0,4,8,50,0,0,0,0,3,0,2,79,79,453,10, ,1,,122ba61ab49c0615c0f18316d6bc79dfb7037b99a0ef2a4a6dc62e591c0e6cc4,19/02/2023 19:40:21,19/02/2023 21:50:13,19/02/2023 21:51:11,CASILLA,Móvil,Acta PREP,1
'281143B0100','281143B01002',28,TAMAULIPAS,003,Rio Bravo,1143,01,B,00,2,2,622,81,1,82,7,6,0,3,5,56,0,0,0,0,5,0,0,82,82,692,9, ,1,D,87e2a3928feae362fa86db8392c10c196175671c289a4e9f6caf5b99f9cbb700,19/02/2023 19:17:31,19/02/2023 21:51:01,19/02/2023 21:51:27,CASILLA,Móvil,Acta PREP,1
'281143C0100','281143C01002',28,TAMAULIPAS,003,Rio Bravo,1143,01,C,00,2,2,631,92,2,92,2,2,2,7,7,67,0,0,0,0,2,0,3,92,92,691,1, ,1,I,f0f6a4ffcfbb67b1a1c9de68dddf8c4162f76dd2e9865fa1ddf1a253325c443e,19/02/2023 19:34:50,19/02/2023 21:56:00,19/02/2023 21:56:26,CASILLA,Móvil,Acta PREP,1
'281143C0200','281143C02002',28,TAMAULIPAS,003,Rio Bravo,1143,02,C,00,2,2,600,103,0,103,9,4,1,3,9,72,0,0,0,0,4,0,1,103,103,691,13,,1,I,d654eb7b2c1906950bd6422ca4cdbf6f05487b96bb2627de17981c90da8abb76,19/02/2023 19:52:54,19/02/2023 20:53:52,19/02/2023 20:54:22,CASILLA,Móvil,Acta PREP,1
'281143C0300','281143C03002',28,TAMAULIPAS,003,Rio Bravo,1143,03,C,00,2,2,608,95,2,95,9,0,4,4,5,66,0,1,0,0,2,0,4,95,95,691,11,,1,I,b173dd36e6cf9b4061fa71150a70e165071d00f84fb9eee86cd26dfd51f0b17a,19/02/2023 20:00:43,19/02/2023 20:48:31,19/02/2023 20:49:21,CASILLA,Móvil,Acta PREP,1
'281143E0100','281143E01002',28,TAMAULIPAS,003,Rio Bravo,1143,01,E,00,2,2,433,105,2,107,5,2,0,1,10,86,0,0,1,0,2,0,0,107,107,528,6, ,1,,83d36a04fc70dfcade3336a30b2e190b0a563b4c7d212028dbd8a3577dc2854e,19/02/2023 19:45:28,19/02/2023 21:27:11,19/02/2023 21:27:41,CASILLA,Móvil,Acta PREP,1
'281143E0200','281143E02002',28,TAMAULIPAS,003,Rio Bravo,1143,02,E,00,2,2,593,77,3,80,6,4,1,2,3,58,0,0,0,0,3,0,3,80,80,661,17, ,1,D,558a9ba95b195ad298ae89a69bc041e017ec4d6ce844cd987c73e0bcb3d0a3da,19/02/2023 18:51:58,19/02/2023 19:11:34,19/02/2023 19:12:03,CASILLA,Móvil,Acta PREP,1
'281143E0201','281143E02012',28,TAMAULIPAS,003,Rio Bravo,1143,02,E,01,2,2,583,87,2,89,3,2,1,4,5,72,0,0,0,0,2,0,0,89,89,661,18, ,1,F,495edd58d320d92beff08ed2ec52ee8e0237b26005ddd7dad70e4ba9deee3416,19/02/2023 19:15:44,19/02/2023 20:29:41,19/02/2023 20:30:07,CASILLA,Móvil,Acta PREP,1
'281143E0202','281143E02022',28,TAMAULIPAS,003,Rio Bravo,1143,02,E,02,2,2,599,71,2,75,1,3,0,3,3,63,1,0,0,0,1,0,0,75,75,661,20, ,1,,dfaf5cbe93d778faf2de5ef4468cbd6e8808060378d1efd94a6f2c8a9b5d00ff,19/02/2023 18:47:40,19/02/2023 19:08:44,19/02/2023 19:09:12,CASILLA,Móvil,Acta PREP,1
'281144B0100','281144B01002',28,TAMAULIPAS,003,Rio Bravo,1144,01,B,00,1,2,509,136,0,136,12,7,4,3,7,96,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,4,136,136,633,18,['Sin dato'],1,I,9cb4843206e6eff6fcd2f5987f26e9badbc1d76cf229f217a63bfb5a029b3e1c,19/02/2023 21:13:42,19/02/2023 22:31:55,19/02/2023 22:32:28,CASILLA,Móvil,Acta PREP,1
'281144C0100','281144C01002',28,TAMAULIPAS,003,Rio Bravo,1144,01,C,00,1,2,534,110,1,111,Sin dato,Sin dato,Sin dato,2,Sin dato,Sin dato,16,Sin dato,Sin dato,Sin dato,92,Sin dato,1,Sin dato,111,633,8,['Sin dato'],1,I,8c2943ad94d535fed4494c6db3c59cd64774a99aef146992dfa40b4f7f0e6e9b,19/02/2023 21:18:37,19/02/2023 21:31:26,19/02/2023 21:32:01,CASILLA,Móvil,Acta PREP,1
'281144C0200','281144C02002',28,TAMAULIPAS,003,Rio Bravo,1144,02,C,00,1,2,551,95,3,95,11,4,0,1,9,69,0,1,0,0,Sin dato,Sin dato,1,95,96,634,17,['Sin dato'],1,F,532f436e63262755de3efa49cbdd057bba2239e47c7bb71188b6efbb6acae29c,19/02/2023 21:11:27,19/02/2023 21:35:22,19/02/2023 21:35:49,CASILLA,Móvil,Acta PREP,1
'281145B0100','281145B01002',28,TAMAULIPAS,003,Rio Bravo,1145,01,B,00,2,2,656,95,2,97,6,3,2,1,3,78,0,0,0,0,1,0,3,97,97,741,1, ,1,I,bbbe685eafe8336925970e25b78fa830c72fb91de7f1446ab155059b31e7a15d,19/02/2023 19:14:34,19/02/2023 20:37:51,19/02/2023 20:38:26,CASILLA,Móvil,Acta PREP,1
'281145C0100','281145C01002',28,TAMAULIPAS,003,Rio Bravo,1145,01,C,00,2,2,658,94,1,Sin dato,11,4,0,3,7,67,0,0,0,0,2,0,1,95,95,741,11, ,1,I,93b6581027e97b43128982b9147b4fb4af4b4ebfed0ddcfe1e1386d674f001ec,19/02/2023 19:17:22,19/02/2023 23:02:15,19/02/2023 23:03:01,CASILLA,Móvil,Acta PREP,1
'281145C0200','281145C02002',28,TAMAULIPAS,003,Rio Bravo,1145,02,C,00,2,2,641,114,0,113,9,0,0,2,3,94,0,1,0,0,1,1,2,113,113,741,5, ,1,,1692e38286ad3f796f3bcfec12afbac48c7afab30ff62427d21c9402b1fe8105,19/02/2023 19:27:13,19/02/2023 20:04:00,19/02/2023 20:04:52,CASILLA,Móvil,Acta PREP,1
'281145C0300','281145C03002',28,TAMAULIPAS,003,Rio Bravo,1145,03,C,00,2,2,656,93,3,96,7,1,1,2,7,73,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,3,Sin dato,96,740,6,['Sin dato'],1,D,2528a8132f35ff311773190fe971f2000b3de93c3d42d10a02ab83888404241d,19/02/2023 19:45:04,19/02/2023 20:53:27,19/02/2023 20:54:19,CASILLA,Móvil,Acta PREP,1
'281145C0400','281145C04002',28,TAMAULIPAS,003,Rio Bravo,1145,04,C,00,2,2,Sin dato,Sin dato,Sin dato,118,17,2,0,5,6,80,0,0,0,0,5,0,3,118,118,740,13, ,1,,82871e1188aa553274f90057e1ebfdeea8cfa03330c2e5bb2c71fb7bd4dc5443,19/02/2023 18:50:08,19/02/2023 19:09:46,19/02/2023 19:10:19,CASILLA,Móvil,Acta PREP,1
'281145E0100','281145E01002',28,TAMAULIPAS,003,Rio Bravo,1145,01,E,00,2,2,611,124,3,126,9,2,0,3,10,90,1,0,0,0,7,0,4,126,126,726,1, ,1,F,a7728d444710c5143570e88a47a70bc1c4ee23515691b5f886beb16ce8460574,19/02/2023 21:34:08,19/02/2023 22:06:41,19/02/2023 22:07:09,CASILLA,Móvil,Acta PREP,1
'281145E0101','281145E01012',28,TAMAULIPAS,003,Rio Bravo,1145,01,E,01,2,2,622,112,3,115,5,1,3,0,8,86,0,0,0,0,6,0,6,115,115,726,3, ,1,D,75fb5988ec769c64323a0247944892ff213b98c4d5179f4b2e19ace761eed77c,19/02/2023 20:46:58,19/02/2023 21:42:15,19/02/2023 21:42:47,CASILLA,Móvil,Acta PREP,1
'281145E0102','281145E01022',28,TAMAULIPAS,003,Rio Bravo,1145,01,E,02,2,2,618,116,3,119,9,5,1,5,16,78,1,0,0,0,4,0,0,119,119,725,4, ,1,I,df47df77a908f1f1567c8c8043cb4a9222aa683f5a65422bbde1ea6bbb3d7959,19/02/2023 19:46:45,19/02/2023 21:04:06,19/02/2023 21:05:01,CASILLA,Móvil,Acta PREP,1
'281145E0103','281145E01032',28,TAMAULIPAS,003,Rio Bravo,1145,01,E,03,2,2,607,133,3,137,6,8,0,5,14,89,0,0,0,0,6,0,9,137,137,725,12, ,1,D,2ca5b3143e4de49b3b41641c18b3120fe56829f98f27f62ffd7a2baa6563239a,19/02/2023 21:13:41,19/02/2023 21:27:18,19/02/2023 21:27:55,CASILLA,Móvil,Acta PREP,1
'281145E0104','281145E01042',28,TAMAULIPAS,003,Rio Bravo,1145,01,E,04,2,2,601,132,3,135,11,4,0,1,13,99,0,0,0,0,5,Sin dato,2,135,135,725,2,['Sin dato'],1,D,6414b1f2f758db66fde339ca7a4d31bb8b2cb5aac04d36b80d56b8b00685c837,19/02/2023 21:00:20,19/02/2023 22:16:21,19/02/2023 22:16:51,CASILLA,Móvil,Acta PREP,1
'281145E0200','281145E02002',28,TAMAULIPAS,003,Rio Bravo,1145,02,E,00,2,2,620,105,2,105,7,3,0,3,8,76,0,0,0,0,8,0,0,105,105,715,15,,1,I,404e50a0399308e8dfd05228d07cf9037de6caf398293e1ca6bad5d7a88a70ed,19/02/2023 20:19:15,19/02/2023 21:16:45,19/02/2023 21:17:34,CASILLA,Móvil,Acta PREP,1
'281145E0201','281145E02012',28,TAMAULIPAS,003,Rio Bravo,1145,02,E,01,2,2,649,77,1,78,4,1,1,4,4,57,0,0,0,0,3,0,4,78,78,715,14,,1,D,fbbf31e895f5ef50ce396f9a96bffdf71dfa93bf40c93e019fecfc5731cfbac9,19/02/2023 19:56:02,19/02/2023 22:48:31,19/02/2023 22:49:19,CASILLA,Móvil,Acta PREP,1
'281145E0202','281145E02022',28,TAMAULIPAS,003,Rio Bravo,1145,02,E,02,2,2,655,68,2,71,11,0,0,2,0,55,0,0,0,0,0,0,3,71,71,714,12,,1,D,21b2258c701d98861f51bff388dc8ef1bde63ffdbc68a97fe1628d0d21ddd696,19/02/2023 19:27:52,19/02/2023 21:53:44,19/02/2023 21:54:12,CASILLA,Móvil,Acta PREP,1
'281145E0203','281145E02032',28,TAMAULIPAS,003,Rio Bravo,1145,02,E,03,2,2,635,90,1,91,8,5,0,0,7,64,1,0,0,0,4,0,2,91,91,714,1,,1,I,66c4c250ec6738560459eb563a2f708232ae53712901729c6f1930a83c716817,19/02/2023 22:39:00,19/02/2023 22:46:26,19/02/2023 22:46:52,CATD,Escáner,Acta PREP,1
'281145E0204','281145E02042',28,TAMAULIPAS,003,Rio Bravo,1145,02,E,04,2,2,634,92,0,92,6,5,0,2,7,69,0,0,0,0,2,0,1,92,92,714,14,,1,,5bd95379e44e120e8c1c964b5c064919cbfea03b338e05b5be6a750a134d5b1e,19/02/2023 20:50:05,19/02/2023 22:25:56,19/02/2023 22:26:36,CASILLA,Móvil,Acta PREP,1
'281146B0100','281146B01002',28,TAMAULIPAS,003,Rio Bravo,1146,01,B,00,1,2,559,110,1,110,7,4,0,4,10,74,0,0,0,1,7,0,3,110,110,657,12, ,1,D,3c7de8796d3b6d08d6f662b30b710170af294e4be7e1ef55eb0ec00aa495c987,19/02/2023 19:35:10,19/02/2023 21:21:54,19/02/2023 21:22:22,CASILLA,Móvil,Acta PREP,1
'281146C0100','281146C01002',28,TAMAULIPAS,003,Rio Bravo,1146,01,C,00,1,2,582,85,2,87,3,3,1,6,11,59,0,0,0,0,1,0,3,87,87,657,18, ,1,,628bb7662f9ee99a01e9c0e1f5a00236f2ea5282c17edea9b822afcc9beca7f0,19/02/2023 21:29:00,19/02/2023 22:19:39,19/02/2023 22:20:10,CATD,Escáner,Acta PREP,1
'281146C0200','281146C02002',28,TAMAULIPAS,003,Rio Bravo,1146,02,C,00,1,2,583,83,3,86,7,1,0,8,11,56,1,0,0,0,2,0,0,86,86,657,5, ,1,F,e5ded31ab44c7c779df3e0011bad51ca9de3d91dcfe88d5afb2dd95873f94c92,19/02/2023 19:13:51,19/02/2023 20:06:25,19/02/2023 20:07:12,CASILLA,Móvil,Acta PREP,1
'281146C0300','281146C03002',28,TAMAULIPAS,003,Rio Bravo,1146,03,C,00,1,2,553,112,3,Sin dato,9,3,2,6,5,85,0,0,0,1,3,0,1,115,115,656,19, ,1,D,b173e2e8c2ef14ea3035155ff95b13975076ff34e62a859f7da6d967da452fe3,19/02/2023 19:24:11,19/02/2023 19:58:50,19/02/2023 19:59:15,CASILLA,Móvil,Acta PREP,1
'281147B0100','281147B01002',28,TAMAULIPAS,003,Rio Bravo,1147,01,B,00,1,2,585,130,3,133,3,3,0,4,13,102,0,0,0,1,3,1,3,133,133,706,20,,1,,2ae30d6cefc52b6b9191809816f98479ab6be54aa5e6bccb2d37207461aa3841,19/02/2023 19:02:30,19/02/2023 21:18:41,19/02/2023 21:19:50,CASILLA,Móvil,Acta PREP,1
'281147C0100','281147C01002',28,TAMAULIPAS,003,Rio Bravo,1147,01,C,00,1,2,596,119,2,Sin dato,8,1,3,17,10,73,0,1,0,0,5,0,3,121,121,705,1, ,1,I,ef9294e2797b7b99e15a48e464a7dcdc0061444321ab217434a27f3f6d5546f7,19/02/2023 19:11:05,19/02/2023 19:44:41,19/02/2023 19:45:42,CASILLA,Móvil,Acta PREP,1
'281148B0100','281148B01002',28,TAMAULIPAS,003,Rio Bravo,1148,01,B,00,1,2,574,154,3,157,4,7,3,1,13,119,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,7,157,157,719,7,['Sin dato'],1,F,e4fb98b47e04cbfce2d9e33a3abd922461f4d56125c7b64c54744cbc6e3af014,19/02/2023 19:42:52,19/02/2023 21:01:35,19/02/2023 21:02:01,CASILLA,Móvil,Acta PREP,1
'281148C0100','281148C01002',28,TAMAULIPAS,003,Rio Bravo,1148,01,C,00,1,2,598,132,2,134,7,2,2,9,9,98,1,0,0,0,2,0,4,134,134,718,8, ,1,,3d5d4e711f9fb3d789ba3137e49cc1b1a410384cfc90fe093226f28302fa55f1,19/02/2023 19:47:32,19/02/2023 20:51:18,19/02/2023 20:51:53,CASILLA,Móvil,Acta PREP,1
'281149B0100','281149B01002',28,TAMAULIPAS,003,Rio Bravo,1149,01,B,00,1,2,492,127,2,127,13,8,3,4,13,83,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,Sin dato,127,127,607,18,['Sin dato'],1,,2dc4a911a8e50c5e32f1b7c34e9f22e7e76e04ccc97607144da952814e04a1eb,19/02/2023 19:25:42,19/02/2023 22:29:50,19/02/2023 22:30:26,CASILLA,Móvil,Acta PREP,1
'281149C0100','281149C01002',28,TAMAULIPAS,003,Rio Bravo,1149,01,C,00,1,2,477,142,3,142,7,3,4,3,13,105,0,0,0,0,2,0,5,142,142,607,3, ,1,F,24f622cce4d979e14aa1c6d77b99d0d409315078a16603e9125fdff1fe8ae7dd,19/02/2023 19:19:47,19/02/2023 20:55:18,19/02/2023 20:55:45,CASILLA,Móvil,Acta PREP,1
'281150B0100','281150B01002',28,TAMAULIPAS,003,Rio Bravo,1150,01,B,00,1,2,389,100,3,100,20,5,0,4,6,56,0,0,0,0,8,0,4,103,103,480,2, ,1,I,c91b728a14314e8b55ce6fb36c4f03f8c20332ddb89ca93b4f3d8892d8112abb,19/02/2023 22:25:00,19/02/2023 22:31:23,19/02/2023 22:31:53,CATD,Escáner,Acta PREP,1
'281150C0100','281150C01002',28,TAMAULIPAS,003,Rio Bravo,1150,01,C,00,1,2,398,98,3,101,11,5,1,5,6,71,0,0,0,0,1,0,1,101,101,478,9, ,1,D,116ad6ca9d8f2cea73e5922ba3bb1906f051fc89a23adfa558cdb8dd8c0ae77c,19/02/2023 21:26:22,19/02/2023 21:45:44,19/02/2023 21:46:17,CASILLA,Móvil,Acta PREP,1
'281151B0100','281151B01002',28,TAMAULIPAS,003,Rio Bravo,1151,01,B,00,1,2,438,93,3,96,9,7,1,1,2,73,0,0,0,0,1,0,2,96,96,522,12, ,1,D,c98c0509ada029fa814127c4b08d3b1c05596a6be5b6a5f1b76b99e089d1a343,19/02/2023 21:07:00,19/02/2023 22:37:32,19/02/2023 22:37:56,CATD,Escáner,Acta PREP,1
'281151C0100','281151C01002',28,TAMAULIPAS,003,Rio Bravo,1151,01,C,00,1,2,450,81,2,83,3,3,1,1,3,66,0,0,0,0,5,0,1,83,83,521,1, ,1,,93a666b8846a1c7c6dcb42e38875738a3c5719c0dbf9dccb9ed4eb9089a96657,19/02/2023 21:27:00,19/02/2023 22:12:02,19/02/2023 22:12:32,CATD,Escáner,Acta PREP,1
'281152B0100','281152B01002',28,TAMAULIPAS,003,Rio Bravo,1152,01,B,00,1,2,506,Ilegible,Ilegible,93,12,1,1,2,Ilegible,Ilegible,0,1,0,0,2,0,0,93,19,587,9,['Ilegible'],1,,6d7334002e8cd90b1d1357179a69816a275151622cf4db6d28c763b1a2aa196a,19/02/2023 21:24:00,19/02/2023 22:00:06,19/02/2023 22:00:42,CATD,Escáner,Acta PREP,1
'281152C0100','281152C01002',28,TAMAULIPAS,003,Rio Bravo,1152,01,C,00,1,2,501,93,2,95,8,4,1,1,6,69,0,0,0,0,2,0,4,95,95,584,6, ,1,D,c840fcbc48c01c1652511d7c1bda8540a94aed0e49ca63e89a26c2820eb5ab17,19/02/2023 21:28:00,19/02/2023 22:51:43,19/02/2023 22:52:25,CATD,Escáner,Acta PREP,1
'281153B0100','281153B01002',28,TAMAULIPAS,003,Rio Bravo,1153,01,B,00,1,2,456,144,1,145,9,9,1,1,16,102,0,0,0,0,4,0,3,145,145,589,20, ,1,I,0be040b07ce12e407935beedf093a423d8f584658985e93d1c196263f04fb439,19/02/2023 21:29:00,19/02/2023 22:36:26,19/02/2023 22:36:52,CATD,Escáner,Acta PREP,1
'281154B0100','281154B01002',28,TAMAULIPAS,003,Rio Bravo,1154,01,B,00,1,2,336,99,3,102,11,4,0,2,10,70,0,0,0,0,2,0,3,102,102,426,18, ,1,D,c62e148cfdc06a39f1cb246e91cde20d380776b7139ce482e0b66974c2c0a9ab,19/02/2023 20:58:49,19/02/2023 21:53:37,19/02/2023 21:54:48,CASILLA,Móvil,Acta PREP,1
'281154C0100','281154C01002',28,TAMAULIPAS,003,Rio Bravo,1154,01,C,00,1,2,363,73,2,75,10,2,2,2,6,50,0,1,0,0,0,0,2,75,75,426,9, ,1,,c2db713fb5983ccf3a54679602e8c56ebb391c9326780b416a299e6cc3dc59dc,19/02/2023 21:01:32,19/02/2023 21:29:57,19/02/2023 21:30:29,CASILLA,Móvil,Acta PREP,1
'281155B0100','281155B01002',28,TAMAULIPAS,003,Rio Bravo,1155,01,B,00,1,2,406,Sin dato,Sin dato,Sin dato,10,5,0,1,5,82,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,104,104,498,18,['Sin dato'],1,D,fa7740cbbc13ea9d465cbc1e55e2f5a7fe4368f0be30993acff56c2a72c093d5,19/02/2023 18:24:48,19/02/2023 18:39:42,19/02/2023 18:40:12,CASILLA,Móvil,Acta PREP,1
'281155C0100','281155C01002',28,TAMAULIPAS,003,Rio Bravo,1155,01,C,00,1,2,417,Sin dato,Sin dato,Sin dato,8,4,Sin dato,1,8,67,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,5,93,93,498,12,['Sin dato'],1,F,6db1d5adc08791d8fb728922316e775271caf1cf79d3ff75b1ae36877a74b9b3,19/02/2023 19:30:00,19/02/2023 21:15:51,19/02/2023 21:16:24,CATD,Escáner,Acta PREP,1
'281156B0100','281156B01002',28,TAMAULIPAS,003,Rio Bravo,1156,01,B,00,1,2,564,84,1,85,1,5,1,0,13,60,1,0,0,0,2,0,2,85,85,552,3, ,1,I,44037ae23fbd8aff4e706065967e9a8e47c3634c996371c67d36e02b09ca72f3,19/02/2023 20:41:35,19/02/2023 21:20:51,19/02/2023 21:21:08,CASILLA,Móvil,Acta PREP,1
'281156C0100','281156C01002',28,TAMAULIPAS,003,Rio Bravo,1156,01,C,00,1,2,483,80,2,80,2,1,0,2,5,63,0,2,0,0,3,0,2,80,80,551,12, ,1,,bffa09d274370f9424dc7f16185df8c2028b800831eea8f7e4e384eb81f4cfa8,19/02/2023 20:34:19,19/02/2023 21:00:21,19/02/2023 21:00:51,CASILLA,Móvil,Acta PREP,1
'281157B0100','281157B01002',28,TAMAULIPAS,003,Rio Bravo,1157,01,B,00,1,2,493,107,107,107,9,7,1,1,5,79,0,0,0,0,0,1,4,107,107,588,11, ,1,D,d3d097ac3e7b95c0e4b11d6fd02afceb5939c2fea31ccedb7bb53cc8392346fc,19/02/2023 19:54:58,19/02/2023 20:25:31,19/02/2023 20:26:22,CASILLA,Móvil,Acta PREP,1
'281157C0100','281157C01002',28,TAMAULIPAS,003,Rio Bravo,1157,01,C,00,1,2,494,103,3,106,6,2,2,3,8,80,0,0,0,0,5,0,0,106,106,588,1, ,1,D,b3d0de5443036233f5828c6f027c007e7b39d39f779c8549aadd7c5692c67f88,19/02/2023 19:48:21,19/02/2023 21:28:04,19/02/2023 21:28:38,CASILLA,Móvil,Acta PREP,1
'281157C0200','281157C02002',28,TAMAULIPAS,003,Rio Bravo,1157,02,C,00,1,2,489,107,3,0,6,4,1,1,7,82,Sin dato,Sin dato,Sin dato,Sin dato,5,Sin dato,4,110,110,587,4,['Sin dato'],1,,3667d3f014608b07069783a62a114a965c6bb35903b6b232418456477b5be033,19/02/2023 20:03:20,19/02/2023 21:12:03,19/02/2023 21:12:32,CASILLA,Móvil,Acta PREP,1
'281158B0100','281158B01002',28,TAMAULIPAS,003,Rio Bravo,1158,01,B,00,1,2,518,107,2,109,6,3,2,2,8,77,Sin dato,Sin dato,Sin dato,Sin dato,5,Sin dato,6,109,109,615,11,['Sin dato'],1,I,17da631198863df177b5b18937672117f20c0131fdbe5ad652fce1fb87d1981e,19/02/2023 18:56:34,19/02/2023 20:01:53,19/02/2023 20:02:38,CASILLA,Móvil,Acta PREP,1
'281158C0100','281158C01002',28,TAMAULIPAS,003,Rio Bravo,1158,01,C,00,1,2,513,113,1,114,3,3,0,3,11,87,0,0,0,0,4,0,3,114,114,615,7, ,1,F,e25dcf7d513fa7098182538579730a55026a0c5042294d4531036faffedd32a4,19/02/2023 19:24:00,19/02/2023 20:27:52,19/02/2023 20:28:25,CASILLA,Móvil,Acta PREP,1
'281158C0200','281158C02002',28,TAMAULIPAS,003,Rio Bravo,1158,02,C,00,1,2,517,108,1,109,3,3,2,4,15,77,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,104,614,18,['Sin dato'],1,D,af5de07e459dd9ca1a8756dd4f92280a99493556494f86c368e5541143a8de26,19/02/2023 19:19:00,19/02/2023 20:05:51,19/02/2023 20:06:20,CASILLA,Móvil,Acta PREP,1
'281159B0100','281159B01002',28,TAMAULIPAS,003,Rio Bravo,1159,01,B,00,1,2,527,132,1,133,14,2,1,2,10,97,0,0,0,0,3,0,4,133,133,648,5,,1,,15d602373019cf51ae24fa21071ad200d31d58b81c6db32a06bc69d3e2d417a5,19/02/2023 19:18:51,19/02/2023 20:53:17,19/02/2023 20:54:21,CASILLA,Móvil,Acta PREP,1
'281159C0100','281159C01002',28,TAMAULIPAS,003,Rio Bravo,1159,01,C,00,1,2,534,126,1,126,9,4,0,4,17,88,0,0,0,0,2,0,2,126,126,648,5,,1,I,8509e153eb1e9fcc08f97cc1c4099db8ae39f5448f58dbdfc44aeb10b201f8a6,19/02/2023 22:56:00,19/02/2023 23:54:08,19/02/2023 23:54:48,CATD,Escáner,Acta PREP,1
'281159C0200','281159C02002',28,TAMAULIPAS,003,Rio Bravo,1159,02,C,00,1,2,540,118,2,120,9,6,2,1,12,88,Sin dato,Sin dato,Sin dato,Sin dato,1,0,1,120,120,648,17,['Sin dato'],1,D,533828a8d1de1197d4b9c9e9cabb5e8be77890bd3c550565f9f38281d6bdcd00,19/02/2023 19:33:01,19/02/2023 20:55:09,19/02/2023 20:55:29,CASILLA,Móvil,Acta PREP,1
'281160B0100','281160B01002',28,TAMAULIPAS,003,Rio Bravo,1160,01,B,00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,571,16, ,-,-,-,-,-,-,-,-,-,-
'281160C0100','281160C01002',28,TAMAULIPAS,003,Rio Bravo,1160,01,C,00,2,2,478,104,2,104,2,2,6,1,16,72,0,0,0,0,1,Sin dato,4,4,104,570,18,['Sin dato'],1,,f02c5226e261190a2d62dc9491f4478b69b076de58950d3b78e336bd353ff66e,19/02/2023 21:08:26,19/02/2023 21:25:52,19/02/2023 21:26:30,CASILLA,Móvil,Acta PREP,1
'281161B0100','281161B01002',28,TAMAULIPAS,003,Rio Bravo,1161,01,B,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,509,5, ,-,-,-,-,-,-,-,-,-,-
'281161C0100','281161C01002',28,TAMAULIPAS,003,Rio Bravo,1161,01,C,00,1,2,431,89,3,89,7,1,0,1,15,65,0,0,0,0,3,0,0,89,92,508,19, ,1,,e64bfc2259b728da22c9e4d7800d04d4e092f1d534c2dd55b347a4ca827f8e14,19/02/2023 18:48:34,19/02/2023 19:12:16,19/02/2023 19:12:55,CASILLA,Móvil,Acta PREP,1
'281161C0200','281161C02002',28,TAMAULIPAS,003,Rio Bravo,1161,02,C,00,1,2,447,72,1,7,4,3,0,2,3,54,0,2,0,0,5,0,0,73,73,508,19, ,1,D,2ecdb4ce8472519f0950ee67247881b6ed969703942c3021fdf3207fed33129a,19/02/2023 19:44:26,19/02/2023 21:36:59,19/02/2023 21:37:53,CASILLA,Móvil,Acta PREP,1
'281162B0100','281162B01002',28,TAMAULIPAS,003,Rio Bravo,1162,01,B,00,1,2,403,86,2,88,7,1,1,3,3,72,0,0,0,0,0,0,1,1,88,479,12, ,1,F,ec547c1583ca51165c5ad2e87ccb42aed087d8f77d36600850dca045a0169aac,19/02/2023 20:35:31,19/02/2023 22:02:37,19/02/2023 22:03:23,CASILLA,Móvil,Acta PREP,1
