Elección extraordinaria para la Senaduría del estado de Tamaulipas 2023
20/02/2023 00:00 (UTC-6)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
4778,3864,4,3860,80.7869,3801,79.5521,18.0828,59,2233443,466713,466713,20.8965
CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_FEDERAL,DISTRITO_FEDERAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MORENA,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PT-MORENA,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,COTEJADA
'280420B0100','280420B01002',28,TAMAULIPAS,006,Ciudad Mante,0420,01,B,00,1,2,506,151,6,157,18,2,1,3,4,119,1,0,0,0,8,0,1,157,157,651,10, ,1,I,5f2856c07413a9865e16f65de31e93f1194f81e59a4631849d13191b42cbdfa5,19/02/2023 20:41:20,19/02/2023 21:39:43,19/02/2023 21:40:17,CASILLA,Móvil,Acta PREP,1
'280420C0100','280420C01002',28,TAMAULIPAS,006,Ciudad Mante,0420,01,C,00,1,2,511,149,3,152,16,1,3,7,3,116,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,3,152,152,651,8,['Sin dato'],1,F,c6491d12064f990b4a657b3d694655f5d29b5939f7f48421b4bafd07d670490e,19/02/2023 20:07:19,19/02/2023 21:22:06,19/02/2023 21:23:00,CASILLA,Móvil,Acta PREP,1
'280421B0100','280421B01002',28,TAMAULIPAS,006,Ciudad Mante,0421,01,B,00,1,2,356,0,4,166,29,3,0,6,4,118,Sin dato,Sin dato,Sin dato,Sin dato,4,Sin dato,Sin dato,166,164,510,12,['Sin dato'],1,F,b0f99910ba22e7ae29e631e400123f66ee4f4efea665467f21c61a84be96e228,19/02/2023 19:59:47,19/02/2023 21:32:41,19/02/2023 21:33:09,CASILLA,Móvil,Acta PREP,1
'280421C0100','280421C01002',28,TAMAULIPAS,006,Ciudad Mante,0421,01,C,00,1,2,370,151,1,152,35,1,0,7,5,101,0,0,0,0,2,0,1,152,152,510,19,,1,F,4cda012dd82d4079a2f969eabe40b11697b633f43affde3fd052984dff1f6cae,19/02/2023 19:51:53,19/02/2023 21:06:22,19/02/2023 21:06:40,CASILLA,Móvil,Acta PREP,1
'280422B0100','280422B01002',28,TAMAULIPAS,006,Ciudad Mante,0422,01,B,00,1,2,149,Sin dato,4,149,17,4,Sin dato,7,5,106,2,Sin dato,Sin dato,Sin dato,3,Sin dato,5,149,149,546,7,['Sin dato'],1,D,9d2ba8cd151e96b11ba4fbe26a1c3d03a4b88f4ae2f4654fde9e18b684db8c23,19/02/2023 19:33:15,19/02/2023 20:28:06,19/02/2023 20:29:40,CASILLA,Móvil,Acta PREP,1
'280422C0100','280422C01002',28,TAMAULIPAS,006,Ciudad Mante,0422,01,C,00,1,2,391,164,3,167,34,8,0,2,7,114,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,2,167,167,546,11,['Sin dato'],1,F,5fba2bd182c6d99786555338ab449cd1b77f7094d4bca5450251625ff1fb82d1,19/02/2023 19:23:17,19/02/2023 21:14:01,19/02/2023 21:14:54,CASILLA,Móvil,Acta PREP,1
'280423B0100','280423B01002',28,TAMAULIPAS,006,Ciudad Mante,0423,01,B,00,1,2,322,153,2,155,41,5,0,6,7,92,0,0,0,0,3,0,1,155,155,465,12, ,1,D,c16b1f5e41cadcb1b82793b48f45c166098f7cbedf9b817d5d90e808ec80e232,19/02/2023 21:20:00,19/02/2023 22:38:52,19/02/2023 22:39:36,CATD,Escáner,Acta PREP,1
'280423C0100','280423C01002',28,TAMAULIPAS,006,Ciudad Mante,0423,01,C,00,1,2,326,146,4,150,32,7,0,10,1,95,0,1,0,0,2,0,2,150,150,464,14, ,1,,e327e0a58fdf901501e4816ad5c6cf2dab3469a0209f49a1152a6ae211cf18ab,19/02/2023 20:16:00,19/02/2023 21:26:33,19/02/2023 21:27:01,CATD,Escáner,Acta PREP,1
'280424B0100','280424B01002',28,TAMAULIPAS,006,Ciudad Mante,0424,01,B,00,1,2,347,202,3,205,35,6,1,10,7,145,0,0,0,0,0,0,1,205,205,541,1, ,1,I,95dd2c3e9e2c6e9e73bfaede9a47b65c0e2bef04668baec1e55073ef59bcd447,19/02/2023 21:18:00,19/02/2023 22:27:29,19/02/2023 22:28:23,CATD,Escáner,Acta PREP,1
'280424C0100','280424C01002',28,TAMAULIPAS,006,Ciudad Mante,0424,01,C,00,1,2,359,193,1,194,35,6,Ilegible,6,4,137,1,Ilegible,Ilegible,Ilegible,5,Ilegible,Ilegible,194,194,541,15,['Ilegible'],1,I,d4fcaf0c04e78cba97cf8a887d79615ecd9a1704129d2a1fc6eced4e4325f520,19/02/2023 21:27:00,19/02/2023 23:09:43,19/02/2023 23:10:33,CATD,Escáner,Acta PREP,1
'280425B0100','280425B01002',28,TAMAULIPAS,006,Ciudad Mante,0425,01,B,00,1,2,289,157,6,163,24,9,3,27,2,96,0,0,0,0,0,0,2,163,163,440,12, ,1,I,030f75e67e2dc2ec9f2c4da097d339a20b7889caca8c7df7b40f9e142cb4331b,19/02/2023 19:31:00,19/02/2023 22:00:37,19/02/2023 22:00:57,CATD,Escáner,Acta PREP,1
'280425C0100','280425C01002',28,TAMAULIPAS,006,Ciudad Mante,0425,01,C,00,1,2,316,133,3,136,37,8,1,21,3,63,0,0,0,0,0,0,3,136,136,440,5, ,1,I,31cc1bfb7b70302fdac0fe8bb274d9385e8c5e9643e8846259582525e888e5dc,19/02/2023 19:36:00,19/02/2023 21:22:43,19/02/2023 21:23:14,CATD,Escáner,Acta PREP,1
'280426B0100','280426B01002',28,TAMAULIPAS,006,Ciudad Mante,0426,01,B,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,632,17, ,-,-,-,-,-,-,-,-,-,-
'280426C0100','280426C01002',28,TAMAULIPAS,006,Ciudad Mante,0426,01,C,00,1,2,439,202,3,204,64,5,3,4,5,118,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,2,204,204,631,2,['Sin dato'],1,D,05037c3419a6d7e280a336289b207868310fe0c0aa2100faf3e26b65c4b19e0e,19/02/2023 20:35:00,19/02/2023 22:19:26,19/02/2023 22:19:57,CATD,Escáner,Acta PREP,1
'280426C0200','280426C02002',28,TAMAULIPAS,006,Ciudad Mante,0426,02,C,00,1,2,Sin dato,Sin dato,Sin dato,Sin dato,53,5,0,8,8,135,0,0,0,0,4,Sin dato,2,Sin dato,215,631,6,['Sin dato'],1,,9e107a908b6be84bdd6828b23fa873a8b95b9d07e6135d684985348bbf32f3f9,19/02/2023 20:34:00,19/02/2023 21:14:35,19/02/2023 21:15:02,CATD,Escáner,Acta PREP,1
'280427B0100','280427B01002',28,TAMAULIPAS,006,Ciudad Mante,0427,01,B,00,2,2,462,234,3,234,69,2,2,1,2,152,Sin dato,Sin dato,Sin dato,Sin dato,5,Sin dato,1,234,234,684,4,['Sin dato'],1,F,a785bb75d3c46986f58ddbeb058ea9d724bd824bfe4fcb6722e29a43279fafa0,19/02/2023 19:06:45,19/02/2023 19:37:52,19/02/2023 19:38:28,CASILLA,Móvil,Acta PREP,1
'280427C0100','280427C01002',28,TAMAULIPAS,006,Ciudad Mante,0427,01,C,00,2,2,450,242,3,245,71,4,0,4,10,145,Sin dato,1,Sin dato,Sin dato,7,0,3,245,245,683,8,['Sin dato'],1,I,682e96fdfe34496d78c02fc362e438be934ad701f9beb1c7528f06b82afa06a8,19/02/2023 20:37:01,19/02/2023 21:59:57,19/02/2023 22:00:49,CASILLA,Móvil,Acta PREP,1
'280428B0100','280428B01002',28,TAMAULIPAS,006,Ciudad Mante,0428,01,B,00,1,2,474,213,3,217,51,1,0,5,8,145,0,0,0,0,4,0,3,217,217,679,15, ,1,D,e21861c10943dc50ca9bbbb50a08fae57a85fbae288763e4b51a86cd11a99f25,19/02/2023 19:45:48,19/02/2023 20:50:01,19/02/2023 20:50:37,CASILLA,Móvil,Acta PREP,1
'280428C0100','280428C01002',28,TAMAULIPAS,006,Ciudad Mante,0428,01,C,00,1,2,492,199,2,199,53,3,1,1,7,129,1,0,0,0,2,0,2,199,199,679,17, ,1,D,fe7325f1f89bba0ffb5e74dc25dca04d25c0cfe4f7bf8622c7c743a9ebf25cb4,19/02/2023 20:13:08,19/02/2023 21:50:59,19/02/2023 21:51:27,CASILLA,Móvil,Acta PREP,1
'280429B0100','280429B01002',28,TAMAULIPAS,006,Ciudad Mante,0429,01,B,00,1,2,530,203,3,207,41,4,2,5,2,147,Sin dato,Sin dato,Sin dato,Sin dato,6,Sin dato,Sin dato,207,207,699,8,['Sin dato'],1,I,327c7cb37deb0e12fe347d03d8933cd9d5fb289a17af70ccba027fd0a871df90,19/02/2023 22:09:00,19/02/2023 22:32:25,19/02/2023 22:34:10,CATD,Escáner,Acta Consejo,1
'280429C0100','280429C01002',28,TAMAULIPAS,006,Ciudad Mante,0429,01,C,00,1,2,520,190,1,191,50,4,0,1,4,129,Sin dato,Sin dato,Sin dato,Sin dato,3,Sin dato,Sin dato,Sin dato,191,699,14,['Sin dato'],1,F,2ef6afd0a92f3689942e9b9c6aa80762740b3fbe2358f5f2a263fca62afd356a,19/02/2023 21:16:00,19/02/2023 21:43:21,19/02/2023 21:43:52,CATD,Escáner,Acta PREP,1
'280429C0200','280429C02002',28,TAMAULIPAS,006,Ciudad Mante,0429,02,C,00,1,2,524,190,2,192,62,1,Sin dato,2,5,121,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,192,192,699,5,['Sin dato'],1,D,f582d9b3e6e53b73356107c8cd8a5283466f9716857de9369cf6579ab81df2d6,19/02/2023 21:17:00,19/02/2023 22:37:34,19/02/2023 22:38:04,CATD,Escáner,Acta PREP,1
'280429C0300','280429C03002',28,TAMAULIPAS,006,Ciudad Mante,0429,03,C,00,1,2,521,186,4,189,35,4,2,1,6,135,Sin dato,Sin dato,Sin dato,Sin dato,4,1,1,189,189,699,6,['Sin dato'],1,F,b9384ade92a08690fcefe5f8dab91d57de8a3c61c9cf0e936cb7b9709f9b762a,19/02/2023 21:18:00,19/02/2023 21:48:04,19/02/2023 21:48:48,CATD,Escáner,Acta PREP,1
'280429C0400','280429C04002',28,TAMAULIPAS,006,Ciudad Mante,0429,04,C,00,1,2,526,181,3,184,51,1,3,7,5,114,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,2,184,185,698,5,['Sin dato'],1,,3ed93ab1c8675f51ca8fc9dca55c6d8b41e9d26c0af284304ba69c81bcaa45d5,19/02/2023 21:17:00,19/02/2023 21:36:11,19/02/2023 21:36:50,CATD,Escáner,Acta PREP,1
'280430B0100','280430B01002',28,TAMAULIPAS,006,Ciudad Mante,0430,01,B,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,607,18, ,-,-,-,-,-,-,-,-,-,-
'280430C0100','280430C01002',28,TAMAULIPAS,006,Ciudad Mante,0430,01,C,00,1,2,428,190,0,190,41,5,2,0,9,129,0,0,0,0,3,0,1,190,190,606,2,,1,,ead05366f44ee6b497d3dade3395300d549a29907da93f531c8156454630e67f,19/02/2023 19:17:20,19/02/2023 21:40:57,19/02/2023 21:42:11,CASILLA,Móvil,Acta PREP,1
'280431B0100','280431B01002',28,TAMAULIPAS,006,Ciudad Mante,0431,01,B,00,1,2,277,110,5,114,19,2,0,7,5,76,0,0,0,0,2,0,3,114,114,380,3, ,1,,b4b27b54070eef86c16d5421254d35a03e60d76f3ede177c5931f28233ef99fe,19/02/2023 19:06:00,19/02/2023 19:12:29,19/02/2023 19:13:01,CATD,Escáner,Acta PREP,1
'280431C0100','280431C01002',28,TAMAULIPAS,006,Ciudad Mante,0431,01,C,00,1,2,278,112,3,115,20,2,3,1,3,85,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,Sin dato,115,379,4,['Sin dato'],1,I,0251532a2e543d6ea2a391bd4160fbadec85751d4ca66013abe8a5a572c6d571,19/02/2023 18:50:00,19/02/2023 18:59:54,19/02/2023 19:00:12,CATD,Escáner,Acta PREP,1
'280432B0100','280432B01002',28,TAMAULIPAS,006,Ciudad Mante,0432,01,B,00,1,2,345,150,2,152,39,7,1,7,6,89,0,0,0,0,1,0,2,152,152,485,20, ,1,I,c4a86cdd868781a86007214b45ac658a6a1f480805a332ac2ed72957276e91e2,19/02/2023 19:54:00,19/02/2023 20:50:33,19/02/2023 20:51:27,CATD,Escáner,Acta PREP,1
'280432C0100','280432C01002',28,TAMAULIPAS,006,Ciudad Mante,0432,01,C,00,1,2,346,146,4,150,17,4,2,4,7,115,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,150,150,484,11,['Sin dato'],1,D,45202658ac871331fc73eaebf777f391ba2cf83daa5d50c3fae3a6c85d9a1de4,19/02/2023 19:46:00,19/02/2023 20:35:04,19/02/2023 20:35:46,CATD,Escáner,Acta PREP,1
'280432S0100','280432S01004',28,TAMAULIPAS,006,Ciudad Mante,0432,01,S,00,1,2EMR,531,481,-,481,85,9,1,30,18,327,0,0,0,0,8,0,3,481,481,0,5,['Excede Lista Nominal'],0,D,432f247ac775c5b35b0f55a110ce167cc44a8f7b60ef95bacec064544cdc121d,19/02/2023 20:25:00,19/02/2023 21:47:02,19/02/2023 21:47:45,CATD,Escáner,Acta PREP,1
'280433B0100','280433B01002',28,TAMAULIPAS,006,Ciudad Mante,0433,01,B,00,1,2,478,202,5,207,45,16,0,10,4,128,0,0,0,0,0,0,4,207,207,674,20, ,1,F,d4ad1cd3f3cf581fbd431d48d8d2d9d6c5aba039a06c8cad5a3cfd4f31b8e746,19/02/2023 20:28:00,19/02/2023 21:53:25,19/02/2023 21:53:59,CATD,Escáner,Acta PREP,1
'280434B0100','280434B01002',28,TAMAULIPAS,006,Ciudad Mante,0434,01,B,00,1,2,255,98,3,101,17,2,0,7,2,68,0,0,0,0,3,0,2,101,101,344,1, ,1,I,9a9bb2fdff8e146e0a5b6c770b837a969a7a35b4988da9e3707969ff5b0be1bd,19/02/2023 20:33:00,19/02/2023 22:13:12,19/02/2023 22:13:48,CATD,Escáner,Acta PREP,1
'280435B0100','280435B01002',28,TAMAULIPAS,006,Ciudad Mante,0435,01,B,00,1,2,514,201,2,201,38,11,3,6,3,135,0,0,0,0,2,0,0,0,198,703,8, ,1,D,0eb830cb70a493e783792282bc8d7c0c846b4bf739d36a126500bd8f5c1cd048,19/02/2023 20:27:00,19/02/2023 21:53:35,19/02/2023 21:54:06,CATD,Escáner,Acta PREP,1
'280436B0100','280436B01002',28,TAMAULIPAS,006,Ciudad Mante,0436,01,B,00,1,2,305,116,4,116,27,5,1,8,1,71,0,0,0,0,1,Sin dato,2,116,116,409,15,['Sin dato'],1,I,537bff58920031e31e23728146e130a321c7b6e441c0114c241d63d68532c601,19/02/2023 20:26:00,19/02/2023 21:19:19,19/02/2023 21:20:04,CATD,Escáner,Acta PREP,1
'280436C0100','280436C01002',28,TAMAULIPAS,006,Ciudad Mante,0436,01,C,00,1,2,306,111,4,115,22,9,Sin dato,5,2,75,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,Sin dato,115,115,409,16,['Sin dato'],1,D,4344cec6476d44cb8b4dc51162725fcefba732cc08a4190c0f3de4cd616d9f5f,19/02/2023 20:35:00,19/02/2023 21:25:15,19/02/2023 21:25:52,CATD,Escáner,Acta PREP,1
'280437B0100','280437B01002',28,TAMAULIPAS,006,Ciudad Mante,0437,01,B,00,1,2,317,112,5,117,20,3,0,7,3,78,0,0,0,0,4,0,2,117,117,422,12, ,1,D,43b44f333c11e8e4b9f8f826f964d497bf90b86f83ff5d1d9b0c26c6eae5988f,19/02/2023 19:54:43,19/02/2023 21:16:02,19/02/2023 21:16:25,CASILLA,Móvil,Acta PREP,1
'280437C0100','280437C01002',28,TAMAULIPAS,006,Ciudad Mante,0437,01,C,00,1,2,340,Sin dato,2,94,18,4,Sin dato,2,2,64,Sin dato,Sin dato,Sin dato,Sin dato,4,Sin dato,Sin dato,94,94,422,5,['Sin dato'],1,,673acb6e39f0eed269b6354997df319cdc3f719404a62a489e846be1a0d9873e,19/02/2023 20:07:37,19/02/2023 20:31:49,19/02/2023 20:32:42,CASILLA,Móvil,Acta PREP,1
'280438B0100','280438B01002',28,TAMAULIPAS,006,Ciudad Mante,0438,01,B,00,2,2,426,178,2,180,33,3,3,8,4,127,0,0,0,0,0,0,2,180,180,594,5, ,1,,1c3a20aa478a0a3dfaee54f2e8cce223c329951ab7a0625b04e699a6979285cc,19/02/2023 19:20:00,19/02/2023 19:31:13,19/02/2023 19:31:45,CATD,Escáner,Acta PREP,1
'280438C0100','280438C01002',28,TAMAULIPAS,006,Ciudad Mante,0438,01,C,00,2,2,459,146,2,146,22,3,0,3,3,111,0,1,0,0,3,0,0,146,146,593,10, ,1,F,2b00274c17c94aa0439295fedb3cd649273d28d0e474ecc52d7d88799c410108,19/02/2023 19:16:00,19/02/2023 19:25:29,19/02/2023 19:26:08,CATD,Escáner,Acta PREP,1
'280439B0100','280439B01002',28,TAMAULIPAS,006,Ciudad Mante,0439,01,B,00,1,2,291,137,1,138,19,1,0,7,1,102,1,0,0,0,2,0,5,138,138,417,16, ,1,,0af9c7ff75dfeecef445aadacabdbff748273c51dadbe05410e40e16cbc36481,19/02/2023 18:28:21,19/02/2023 18:48:27,19/02/2023 18:48:59,CASILLA,Móvil,Acta PREP,1
'280439C0100','280439C01002',28,TAMAULIPAS,006,Ciudad Mante,0439,01,C,00,1,2,290,138,2,138,14,3,0,6,2,112,1,0,0,0,0,0,0,138,138,416,17, ,1,D,d8965217f3c1b2ca3af53cca280a7980d7f47f860bcd3e0da8c25f0de80f6b68,19/02/2023 18:46:06,19/02/2023 19:10:42,19/02/2023 19:11:23,CASILLA,Móvil,Acta PREP,1
'280440B0100','280440B01002',28,TAMAULIPAS,006,Ciudad Mante,0440,01,B,00,1,2,Sin dato,Sin dato,Sin dato,Sin dato,38,4,1,8,5,112,1,0,0,0,1,0,1,171,171,582,14, ,1,F,87be7195a663cda35389c80fbcc39eaf6166d542ce200befade4b11e8d48fd87,19/02/2023 19:38:00,19/02/2023 19:59:26,19/02/2023 20:00:22,CATD,Escáner,Acta PREP,1
'280440C0100','280440C01002',28,TAMAULIPAS,006,Ciudad Mante,0440,01,C,00,1,2,427,161,4,165,37,4,1,5,8,100,3,1,0,0,4,0,2,165,165,581,10, ,1,D,e3ce0c16c72e753aa5f3b2c0f0f7ed98f039b696207938f145104ce5acae1df5,19/02/2023 19:40:00,19/02/2023 20:21:45,19/02/2023 20:22:19,CATD,Escáner,Acta PREP,1
'280441B0100','280441B01002',28,TAMAULIPAS,006,Ciudad Mante,0441,01,B,00,1,2,499,210,3,213,35,7,3,5,9,145,2,0,1,0,2,0,4,213,213,700,17, ,1,I,021c159afa0542305af51a96c2151a3040bd822fe38fe42ac7d08240a597a421,19/02/2023 20:24:10,19/02/2023 20:42:59,19/02/2023 20:43:46,CASILLA,Móvil,Acta PREP,1
'280442B0100','280442B01002',28,TAMAULIPAS,006,Ciudad Mante,0442,01,B,00,1,2,365,153,3,158,37,9,1,10,3,91,3,0,0,0,3,0,1,158,158,511,17, ,1,I,6520a5e012d90f609b8bcda5f4bf75362c0d3629176ffa7d69a5d21288fd4742,19/02/2023 19:51:00,19/02/2023 20:26:19,19/02/2023 20:26:35,CATD,Escáner,Acta Consejo,1
'280443B0100','280443B01002',28,TAMAULIPAS,006,Ciudad Mante,0443,01,B,00,1,2,432,171,3,174,32,7,5,5,4,115,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,4,174,174,594,11,['Sin dato'],1,F,32a5cba0bd7a11f898d077028e977bcdf9910e064ade9733d6a834df1bad3286,19/02/2023 19:56:00,19/02/2023 20:21:27,19/02/2023 20:22:13,CATD,Escáner,Acta PREP,1
'280443S0100','280443S01004',28,TAMAULIPAS,006,Ciudad Mante,0443,01,S,00,1,2EMR,527,424,-,426,79,9,4,19,6,290,0,1,0,0,9,0,9,426,426,0,8,['Excede Lista Nominal'],0,D,807c7f7584c14ad503d9f80e8a32e023b331f911f44380a0ca3aba3b5d9e53d5,19/02/2023 20:09:00,19/02/2023 20:46:05,19/02/2023 20:46:40,CATD,Escáner,Acta PREP,1
'280444B0100','280444B01002',28,TAMAULIPAS,006,Ciudad Mante,0444,01,B,00,1,2,273,87,3,90,23,2,0,3,1,54,2,4,0,0,0,0,1,90,90,356,17, ,1,F,147added07b2c2d8dff63ce2517cf58ee86c52111cdbb82ad14e6883d9142508,19/02/2023 19:35:00,19/02/2023 19:52:03,19/02/2023 19:52:47,CATD,Escáner,Acta PREP,1
'280445B0100','280445B01002',28,TAMAULIPAS,006,Ciudad Mante,0445,01,B,00,1,2,Sin dato,Sin dato,Sin dato,223,70,2,2,3,6,138,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,2,223,223,582,5,['Sin dato'],1,,79eb2e5e0b7f387ac0f98b858719a9aaec15e0bbfba3635b4a15fec908eca7de,19/02/2023 21:51:00,19/02/2023 22:35:20,19/02/2023 22:35:53,CATD,Escáner,Acta PREP,1
'280445C0100','280445C01002',28,TAMAULIPAS,006,Ciudad Mante,0445,01,C,00,1,2,373,218,2,220,57,1,1,4,4,144,1,Sin dato,Sin dato,Sin dato,3,Sin dato,5,220,220,581,12,['Sin dato'],1,F,b7a25a974c483811a62ac043fa96fcf501dcc60123b8f92b25d9c8fd4bc683ce,19/02/2023 21:53:00,19/02/2023 22:39:03,19/02/2023 22:39:41,CATD,Escáner,Acta PREP,1
'280446B0100','280446B01002',28,TAMAULIPAS,006,Ciudad Mante,0446,01,B,00,1,2,Ilegible,262,3,262,62,5,1,2,4,174,0,0,0,0,7,0,7,262,262,725,2, ,1,D,4c5af99ef0788032e1ca916df4f093387820ef1a893a7356ebbf89c0ed3523d5,19/02/2023 20:35:00,19/02/2023 22:48:56,19/02/2023 22:49:38,CATD,Escáner,Acta PREP,1
'280447B0100','280447B01002',28,TAMAULIPAS,006,Ciudad Mante,0447,01,B,00,1,2,269,133,4,136,25,1,0,3,6,100,Sin dato,Sin dato,Sin dato,Sin dato,1,Sin dato,1,Sin dato,137,394,2,['Sin dato'],1,F,98b50dcd5c8fb86f663a614a727650539cad8bc2b838fc0de83a3db2ca9602a1,19/02/2023 21:52:00,19/02/2023 22:22:43,19/02/2023 22:23:07,CATD,Escáner,Acta PREP,1
'280447C0100','280447C01002',28,TAMAULIPAS,006,Ciudad Mante,0447,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,393,4, ,-,-,-,-,-,-,-,-,-,-
'280448B0100','280448B01002',28,TAMAULIPAS,006,Ciudad Mante,0448,01,B,00,1,2,481,219,1,220,53,0,0,3,5,153,0,0,0,0,5,0,1,220,220,695,2,,1,D,d11465a86e1dfd4dcbabeac60e353da4161ac1b05a528bd2faff0339240bc194,19/02/2023 19:00:50,19/02/2023 19:24:54,19/02/2023 19:25:22,CASILLA,Móvil,Acta PREP,1
'280448C0100','280448C01002',28,TAMAULIPAS,006,Ciudad Mante,0448,01,C,00,1,2,471,234,1,235,66,5,2,4,12,142,1,0,0,0,2,0,1,235,235,694,14, ,1,F,2c21bc531785d8c523e579700b07d88a53ef1848e9e3e433f1e19f04305af7be,19/02/2023 20:32:32,19/02/2023 21:57:42,19/02/2023 21:58:48,CASILLA,Móvil,Acta PREP,1
'280448C0200','280448C02002',28,TAMAULIPAS,006,Ciudad Mante,0448,02,C,00,1,2,465,239,2,241,67,2,4,7,7,147,0,0,0,0,6,0,1,241,241,694,10,,1,,bfa36aac0a04f23b524299e086926c71b7f59590b342e825fb181fb72ddbb0ca,19/02/2023 20:18:17,19/02/2023 21:26:43,19/02/2023 21:27:18,CASILLA,Móvil,Acta PREP,1
'280449B0100','280449B01002',28,TAMAULIPAS,006,Ciudad Mante,0449,01,B,00,1,2,370,Ilegible,158,158,52,4,0,3,3,92,0,0,0,0,1,0,3,158,158,516,16, ,1,I,e90d72c57762ebff6376c196c7f333324f6622ccb6896df6367ed34710f4578d,19/02/2023 20:09:45,19/02/2023 21:44:36,19/02/2023 21:45:12,CASILLA,Móvil,Acta PREP,1
'280449C0100','280449C01002',28,TAMAULIPAS,006,Ciudad Mante,0449,01,C,00,1,2,375,150,2,152,47,3,0,4,2,90,0,0,0,0,5,0,1,152,152,515,8, ,1,D,fe7275f4f40b512d9cf37660eca6fd83aa7db549d478434500cfef9082865c69,19/02/2023 19:59:24,19/02/2023 20:41:57,19/02/2023 20:42:27,CASILLA,Móvil,Acta PREP,1
'280449C0200','280449C02002',28,TAMAULIPAS,006,Ciudad Mante,0449,02,C,00,1,2,357,169,1,170,48,4,0,7,7,101,0,0,0,0,1,0,2,170,170,515,17, ,1,D,dac3bab19046023b779de14d408b53266a80deb17c68ae50caf94a20309f2cbc,19/02/2023 20:06:00,19/02/2023 20:35:44,19/02/2023 20:36:21,CATD,Escáner,Acta PREP,1
'280450B0100','280450B01002',28,TAMAULIPAS,006,Ciudad Mante,0450,01,B,00,1,2,373,188,4,188,43,0,1,5,5,133,0,0,0,0,0,0,1,188,188,549,18,,1,I,022ede02de5d43fa6fbd57c5ea1de6b8ec7bdbf3137e9e7f84fcf4f97ddee994,19/02/2023 19:20:59,19/02/2023 21:33:23,19/02/2023 21:33:56,CASILLA,Móvil,Acta PREP,1
'280450C0100','280450C01002',28,TAMAULIPAS,006,Ciudad Mante,0450,01,C,00,1,2,372,189,0,189,39,2,0,5,8,133,1,0,0,0,1,0,0,189,189,549,20, ,1,F,892f8ee0745b1ae441b07aa8788ab02d5dfac3ac3bca0d1ba51a55c06a1dee45,19/02/2023 20:03:00,19/02/2023 21:08:41,19/02/2023 21:09:01,CATD,Escáner,Acta PREP,1
'280451B0100','280451B01002',28,TAMAULIPAS,006,Ciudad Mante,0451,01,B,00,1,2,318,134,2,138,28,10,1,6,2,89,0,0,0,0,0,0,2,138,138,456,8, ,1,D,98b9ae48aa146633ff77c83b4b384bfd83207f937a5b4c1395d341befa684512,19/02/2023 19:32:00,19/02/2023 20:04:06,19/02/2023 20:04:32,CATD,Escáner,Acta PREP,1
'280451C0100','280451C01002',28,TAMAULIPAS,006,Ciudad Mante,0451,01,C,00,1,2,329,135,3,138,24,6,1,8,5,90,1,1,0,0,2,0,0,138,138,455,9, ,1,F,8b6895d113808ca45256fd107e49b7269eaa926a0ecea4d0c028b093831484f4,19/02/2023 19:21:00,19/02/2023 22:27:52,19/02/2023 22:28:16,CATD,Escáner,Acta PREP,1
